City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,guerrero negro,27.9769,-114.0611,292.89,55,0,7.28,MX,1682458260
290,kayangel,8.0823,134.7173,301.58,73,27,3.16,PW,1682458439
291,rawai,7.7797,98.3253,298.21,75,93,2.13,TH,1682458439
292,constantia,44.1833,28.65,284.65,95,100,3.32,RO,1682458440
293,namsos,64.4662,11.4957,273.18,93,100,1.03,NO,1682458440
294,kirakira,-10.4544,161.9205,301.29,72,92,2.42,SB,1682458440
295,fort bragg,35.139,-79.006,293.05,43,100,2.06,US,1682458441
296,son la,21.3167,103.9,291.2,92,95,1.2,VN,1682458441
297,maryville,35.7565,-83.9705,293.14,38,75,4.12,US,1682458219
298,mount isa,-20.7333,139.5,291.02,68,40,3.09,AU,1682458442
299,patti,31.2808,74.8572,296.19,29,40,2.57,IN,1682458442
300,mwingi,-0.9344,38.0601,292.47,96,100,1.0,KE,1682458442
301,ostersund,63.1792,14.6357,271.4,100,100,2.06,SE,1682458443
302,chabahar,25.2919,60.643,298.09,63,87,4.13,IR,1682458443
303,revda,56.801,59.9303,283.09,68,84,1.81,RU,1682458317
304,sisimiut,66.9395,-53.6735,274.2,98,100,1.03,GL,1682458444
305,port douglas,-16.4833,145.4667,297.84,81,97,7.45,AU,1682458445
306,shibata,37.95,139.3333,285.73,79,100,3.31,JP,1682458209
307,castillos,-34.1667,-53.8333,291.87,89,95,1.61,UY,1682458447
308,batticaloa,7.7102,81.6924,300.21,82,100,0.85,LK,1682458447
309,nykobing mors,56.7933,8.8528,278.78,66,5,12.29,DK,1682458448
310,narvik,68.4384,17.4272,274.82,64,100,3.45,NO,1682458448
311,fort mcmurray,56.7268,-111.381,279.92,75,100,3.09,CA,1682458421
312,gadzhiyevo,69.2551,33.3362,263.76,94,53,2.1,RU,1682458449
313,sao paulo de olivenca,-3.3783,-68.8725,298.18,86,92,0.84,BR,1682458449
314,jiuquan,39.7432,98.5174,281.76,42,67,2.57,CN,1682458449
315,bermeo,43.4209,-2.7215,291.06,77,100,2.26,ES,1682458450
316,nagqu,31.5,92.0,266.38,86,99,1.33,CN,1682458192
317,keflavik,64.0049,-22.5624,277.1,93,75,2.57,IS,1682458451
318,wynyard,-41.0,145.7167,283.69,84,3,1.8,AU,1682458166
319,urengoy,65.9667,78.3667,262.59,96,100,2.06,RU,1682458452
320,correntina,-13.3433,-44.6367,296.6,53,1,1.16,BR,1682458453
321,stephenville,32.2207,-98.2023,293.79,80,100,4.12,US,1682458269
322,batang,-6.4846,110.7083,298.51,83,84,2.26,ID,1682458453
323,khanty-mansiysk,61.0042,69.0019,275.21,64,0,2.0,RU,1682458455
324,mangai,-4.05,19.5333,294.59,97,51,0.25,CD,1682458455
325,galle,6.0367,80.217,299.25,84,100,1.29,LK,1682458457
326,lisala,2.15,21.5167,295.56,88,100,0.26,CD,1682458457
327,banda aceh,5.5577,95.3222,299.63,80,98,2.01,ID,1682458458
328,ponca city,36.707,-97.0856,283.13,90,100,3.6,US,1682458208
329,uenohara,35.6167,139.1167,285.2,96,100,1.67,JP,1682458459
330,muroto-misakicho,33.2833,134.15,292.12,95,100,10.25,JP,1682458461
331,la passe,45.5549,-0.8967,285.28,95,100,4.7,FR,1682458462
332,as saffaniyah,27.9708,48.73,298.86,41,89,4.51,SA,1682458462
333,cebu city,10.3167,123.8907,299.96,83,40,2.57,PH,1682458462
334,ola,59.5833,151.2833,272.77,77,99,2.99,RU,1682458463
335,laurel bay,32.4502,-80.7848,295.32,64,100,5.66,US,1682458463
336,anna regina,7.2644,-58.5077,297.59,90,100,2.29,GY,1682458464
337,swift current,50.2834,-107.8014,289.6,39,20,7.72,CA,1682458464
338,bilajer,40.5681,50.0378,288.05,82,20,3.09,AZ,1682458465
339,kijang,35.2442,129.2139,281.0,83,7,2.71,KR,1682458465
340,viet tri,21.3019,105.4308,293.12,85,100,1.47,VN,1682458465
341,vilyuysk,63.7553,121.6247,269.84,96,100,2.9,RU,1682458466
342,pimentel,-6.8367,-79.9342,299.31,73,75,6.69,PE,1682458466
343,bodo,67.28,14.405,274.17,79,75,4.12,NO,1682458467
344,happy valley-goose bay,53.3168,-60.3315,284.32,40,40,5.66,CA,1682458236
345,acapulco de juarez,16.8634,-99.8901,303.05,62,20,4.63,MX,1682458383
346,khandyga,62.6667,135.6,271.72,91,94,0.97,RU,1682458469
347,dhuusamarreeb,5.535,46.3861,300.73,71,84,6.66,SO,1682458470
348,ulsteinvik,62.3432,5.8487,275.88,89,100,2.68,NO,1682458470
349,igarka,67.4667,86.5833,270.37,97,100,4.2,RU,1682458249
350,kudat,6.8837,116.8477,301.11,89,20,2.06,MY,1682458471
351,independence,39.0911,-94.4155,293.06,35,20,3.6,US,1682458472
352,okha,53.5739,142.9478,274.58,74,100,7.51,RU,1682458472
353,ulladulla,-35.35,150.4667,289.44,83,9,1.2,AU,1682458472
354,boyolangu,-8.1181,111.8935,297.56,91,93,0.29,ID,1682458473
355,heinsch,49.7008,5.7465,276.48,84,5,1.96,LU,1682458473
356,mil'kovo,55.6078,37.7956,286.67,83,100,3.5,RU,1682458474
357,yardimli,38.9206,48.2372,283.43,95,100,0.42,AZ,1682458474
358,nong phai,15.9903,101.0618,300.46,68,85,1.56,TH,1682458475
359,sattahip,12.6664,100.9007,303.14,89,20,2.06,TH,1682458475
360,polyarnyy,69.1989,33.4478,265.21,91,49,1.94,RU,1682458476
361,hereford,52.0568,-2.7148,280.72,78,100,1.27,GB,1682458476
362,kimbe,-5.5502,150.1429,300.94,79,67,0.63,PG,1682458476
363,taroa,8.7058,171.2275,300.73,79,100,8.54,MH,1682458477
364,yeed,4.55,43.0333,296.84,90,100,7.7,SO,1682458255
365,carqueiranne,43.0953,6.073,290.68,17,0,4.63,FR,1682458481
366,velingara,13.15,-14.1167,307.13,18,0,1.82,SN,1682458482
367,grantsville,40.5999,-112.4644,280.69,67,100,6.62,US,1682458482
368,vila franca do campo,37.7167,-25.4333,291.38,95,71,2.51,PT,1682458482
369,porto novo,6.4965,2.6036,303.05,84,86,3.07,BJ,1682458483
370,pangai,-19.8,-174.35,300.21,78,40,4.63,TO,1682458483
371,holualoa,19.6228,-155.9522,298.06,76,20,3.6,US,1682458483
372,rundu,-17.9333,19.7667,294.18,42,3,2.49,NA,1682458484
373,elk city,35.412,-99.4043,285.14,100,100,7.2,US,1682458264
374,paita,-5.0892,-81.1144,300.15,70,80,4.23,PE,1682458484
375,joshimath,30.5667,79.5667,282.03,54,62,3.25,IN,1682458485
376,hasaki,35.7333,140.8333,287.71,85,100,10.29,JP,1682458485
377,camana,-16.6228,-72.7111,295.32,79,10,3.64,PE,1682458485
378,kendari,-3.945,122.4989,296.97,96,86,1.76,ID,1682458486
379,weno,7.4515,151.8468,301.12,83,100,2.06,FM,1682458486
380,troitsko-pechorsk,62.7084,56.1964,269.27,100,67,0.39,RU,1682458487
381,itaituba,-4.2761,-55.9836,304.24,66,20,2.57,BR,1682458487
382,wad az zaki,14.4619,32.2065,306.51,12,9,4.4,SD,1682458487
383,dunedin,-45.8742,170.5036,282.48,68,75,6.71,NZ,1682458295
384,junction city,39.0286,-96.8314,291.07,49,75,4.92,US,1682458338
385,yantzaza,-3.8278,-78.7594,295.38,86,95,0.47,EC,1682458491
386,east ballina,-28.8667,153.5833,289.71,66,91,6.22,AU,1682458492
387,gwadar,25.1216,62.3254,297.5,65,81,1.03,PK,1682458492
388,jacmel,18.2342,-72.5347,303.06,72,44,2.79,HT,1682458493
389,yeniseysk,58.4497,92.1703,269.31,96,76,2.09,RU,1682458493
390,olinda,-8.0089,-34.8553,300.0,83,75,4.12,BR,1682458494
391,nemuro,43.3236,145.575,278.62,81,100,12.56,JP,1682458495
392,bechar,31.6167,-2.2167,300.19,14,0,4.07,DZ,1682458495
393,tolanaro,-25.0319,46.9987,292.46,78,50,2.96,MG,1682458496
394,ribas do rio pardo,-20.4431,-53.7592,295.97,84,31,1.42,BR,1682458496
395,hinojosa del duque,38.5006,-5.1465,289.61,38,12,1.48,ES,1682458496
396,sulejow,51.3544,19.8854,281.03,19,100,25.03,PL,1682458497
397,ad dawadimi,24.5077,44.3924,291.79,59,55,4.99,SA,1682458497
398,saint-joseph,-21.3667,55.6167,297.36,84,7,1.54,RE,1682458497
399,san luis de la loma,17.2706,-100.8939,302.74,57,28,5.2,MX,1682458498
400,kaa-khem,51.6833,94.7333,269.77,65,68,3.54,RU,1682458498
401,viedma,-40.8135,-62.9967,293.83,48,100,0.97,AR,1682458498
402,tuba city,36.135,-111.2399,290.68,11,0,11.25,US,1682458500
403,flin flon,54.7682,-101.865,280.06,42,100,5.66,CA,1682458500
404,san antonio de pale,-1.4014,5.6325,301.2,75,100,4.9,GQ,1682458501
405,zouerate,22.7187,-12.4521,305.13,15,12,3.18,MR,1682458501
406,khvoynaya,58.9,34.5333,281.92,79,87,1.38,RU,1682458502
407,burao,9.5221,45.5336,297.09,66,24,3.62,SO,1682458502
408,colonia,50.9333,6.95,279.51,73,20,1.03,DE,1682458403
409,iskateley,67.6803,53.1512,265.82,88,7,5.88,RU,1682458503
410,lakatoro,-16.0999,167.4164,300.94,72,85,2.05,VU,1682458504
411,pisco,-13.7,-76.2167,298.18,69,0,5.14,PE,1682458486
412,boa vista,2.8197,-60.6733,296.14,100,100,2.06,BR,1682458505
413,xinmin,41.9908,122.8253,275.69,58,11,3.86,CN,1682458505
414,fort st. john,56.2499,-120.8529,282.09,27,75,10.29,CA,1682458506
415,vicuna,-30.0319,-70.7081,300.8,41,86,1.65,CL,1682458506
416,kuqa,41.7278,82.9364,288.88,22,100,3.1,CN,1682458506
417,midelt,32.6852,-4.7451,293.75,30,19,0.9,MA,1682458507
418,buala,-8.145,159.5921,301.37,76,84,2.12,SB,1682458508
419,enshi,30.3,109.4833,283.98,91,67,0.42,CN,1682458509
420,guiratinga,-16.3494,-53.7583,297.5,73,63,1.35,BR,1682458509
421,chernyshevskiy,63.0128,112.4714,266.19,97,100,1.77,RU,1682458510
422,sabac,44.7467,19.69,283.27,77,47,2.26,RS,1682458510
423,arawa,-6.2132,155.5367,301.39,78,82,0.52,PG,1682458510
424,masterton,-40.9597,175.6575,284.71,91,88,3.82,NZ,1682458511
425,la trinitaria,16.1167,-92.05,301.18,34,17,2.32,MX,1682458511
426,dwarka,22.2394,68.9678,299.64,73,58,4.82,IN,1682458512
427,aykhal,66.0,111.5,263.45,96,100,3.26,RU,1682458257
428,forster,-32.1667,152.5167,286.69,99,95,1.5,AU,1682458271
429,turbat,26.0023,63.044,298.51,45,92,2.38,PK,1682458514
430,charleston,32.7766,-79.9309,296.25,64,20,6.69,US,1682458387
431,woolgoolga,-30.1106,153.2007,290.4,69,89,4.03,AU,1682458515
432,lazaro cardenas,17.9583,-102.2,301.85,57,4,6.07,MX,1682458515
433,trincomalee,8.5711,81.2335,301.05,79,100,1.14,LK,1682458516
434,nanto-shi,36.5692,136.9116,287.88,72,100,1.34,JP,1682458516
435,egilsstadir,65.2653,-14.3948,271.1,86,100,4.63,IS,1682458516
436,barabai,-2.5833,115.3833,297.01,96,93,0.24,ID,1682458517
437,zhangjiakou shi xuanhua qu,40.6103,115.0447,278.76,17,70,1.49,CN,1682458517
438,kill devil hills,36.0307,-75.676,288.7,58,0,5.14,US,1682458294
439,karpenisi,38.9167,21.7833,279.82,75,85,0.45,GR,1682458518
440,ebon,4.582,168.6964,300.96,79,100,7.59,MH,1682458518
441,aver-o-mar,41.4078,-8.7812,290.55,94,0,2.06,PT,1682458519
442,masuguru,-11.3667,38.4167,292.86,87,0,0.67,TZ,1682458519
443,raahe,64.6833,24.4833,275.2,99,100,6.24,FI,1682458269
444,las tablas,7.7667,-80.2833,301.58,99,91,2.66,PA,1682458520
445,mukalla,14.5425,49.1242,300.7,74,12,2.21,YE,1682458520
446,road town,18.4167,-64.6167,301.2,65,20,1.54,VG,1682458520
447,chumphon,10.3333,98.8333,295.47,90,100,0.38,TH,1682458521
448,kharan,28.5833,65.4167,296.82,47,100,4.61,PK,1682458521
449,posse,-14.0931,-46.3694,296.57,50,18,2.41,BR,1682458521
450,bahia de kino,28.8333,-111.9333,303.55,56,0,5.72,MX,1682458522
451,mount pearl,47.5166,-52.7813,274.79,96,100,6.69,CA,1682458261
452,fiambala,-27.6871,-67.6149,293.26,42,2,2.96,AR,1682458522
453,goundam,16.4145,-3.6708,303.18,10,0,4.56,ML,1682458523
454,machico,32.7,-16.7667,294.1,72,20,1.54,PT,1682458523
455,greymouth,-42.4667,171.2,285.51,73,80,5.01,NZ,1682458524
456,anshun,26.25,105.9333,284.59,72,94,1.3,CN,1682458524
457,korla,41.7597,86.1469,287.81,37,100,4.46,CN,1682458524
458,kostanay,53.1667,63.5833,280.31,65,0,2.0,KZ,1682458524
459,pinheiro machado,-31.5783,-53.3811,289.85,95,98,1.81,BR,1682458525
460,colonia menno,-22.3667,-59.8167,294.71,83,61,3.28,PY,1682458525
461,kourou,5.1552,-52.6478,298.18,91,58,3.1,GF,1682458526
462,mirador,-6.3708,-44.3631,298.51,68,98,0.51,BR,1682458526
463,magadan,59.5667,150.8,273.18,74,63,3.4,RU,1682458526
464,yaren,-0.5472,166.916,301.42,75,49,6.51,NR,1682458527
465,conduaga,8.862,117.4893,298.7,85,100,1.56,PH,1682458528
466,san julian,21.0167,-102.1667,300.56,7,65,8.45,MX,1682458528
467,tanjung pandan,-2.75,107.65,298.09,88,100,0.48,ID,1682458529
468,payson,40.0444,-111.7321,281.71,70,100,6.69,US,1682457961
469,inari,68.906,27.0288,271.26,88,100,1.6,FI,1682458530
470,gouyave,12.1646,-61.7296,299.58,83,40,7.72,GD,1682458530
471,tete,-16.1564,33.5867,294.2,83,20,2.06,MZ,1682458531
472,puerto madryn,-42.7692,-65.0385,289.64,52,100,4.44,AR,1682458257
473,kamakhyanagar,20.9333,85.55,297.61,78,97,0.1,IN,1682458532
474,shangzhi,45.2167,127.9667,275.64,71,14,1.18,CN,1682458532
475,araruna,-6.5583,-35.7417,294.56,94,100,2.46,BR,1682458533
476,nakamura,32.9833,132.9333,287.29,93,100,4.21,JP,1682458534
477,newport,51.5877,-2.9984,281.67,70,100,2.22,GB,1682458534
478,bataipora,-22.2953,-53.2711,293.8,91,53,2.48,BR,1682458535
479,goure,13.9835,10.2704,303.65,19,4,1.59,NE,1682458535
480,fengrun,39.8333,118.1167,279.54,65,3,0.57,CN,1682458538
481,zag,46.9441,99.165,273.45,33,0,8.02,MN,1682458538
482,melo,-32.3667,-54.1833,290.68,93,100,1.79,UY,1682458539
483,prachuap khiri khan,12.2167,99.75,295.88,93,89,1.18,TH,1682458539
484,la'ie,21.6477,-157.9253,302.13,79,100,5.74,US,1682458539
485,lautoka,-17.6167,177.4667,301.07,69,20,0.0,FJ,1682458540
486,roosevelt,33.9668,-103.4505,297.08,12,87,6.17,US,1682458434
487,lotoshino,56.2267,35.6414,284.02,66,100,0.99,RU,1682458542
488,tortoli,39.9256,9.6572,292.05,48,0,5.66,IT,1682458542
489,vadso,70.0744,29.7487,271.64,74,20,1.54,NO,1682458542
490,mirny,62.5353,113.9611,268.84,92,100,1.79,RU,1682458543
491,hesperia,34.4264,-117.3009,300.63,13,2,1.34,US,1682458544
492,champerico,14.3,-91.9167,309.45,59,51,6.16,GT,1682458544
493,pailon,-17.65,-62.75,299.65,84,42,0.6,BO,1682458545
494,mirnyy,62.5353,113.9611,268.84,92,100,1.79,RU,1682458543
495,kostomuksha,64.571,30.5767,272.88,98,100,4.45,RU,1682458546
496,pyt-yakh,60.7499,72.8582,275.41,99,86,4.25,RU,1682458294
497,fisterra,42.9049,-9.2629,289.68,98,100,4.01,ES,1682458547
498,ivdel',60.6911,60.4206,281.82,92,73,1.12,RU,1682458549
499,keminmaa,65.8596,24.8228,274.02,93,100,6.17,FI,1682458549
500,badou,7.5833,0.6,297.81,89,100,0.87,TG,1682458549
501,monrovia,6.3005,-10.7969,301.02,83,99,3.52,LR,1682458550
502,bayganin,48.6947,55.8742,290.49,26,100,10.99,KZ,1682458551
503,san luis,-33.295,-66.3356,291.14,52,80,1.56,AR,1682458553
504,tamiahua,21.2667,-97.45,300.22,69,81,5.05,MX,1682458554
505,sault ste. marie,46.5168,-84.3333,277.46,70,0,9.26,CA,1682458382
506,novyy urengoy,66.0833,76.6333,262.02,95,76,3.33,RU,1682458554
507,slyudyanka,51.6594,103.7061,272.13,88,100,3.69,RU,1682458555
508,gaspe,48.8334,-64.4819,280.27,65,75,4.63,CA,1682458299
509,brush,40.2589,-103.6238,282.77,81,100,10.8,US,1682458555
510,sarmiento,-45.5882,-69.07,286.23,63,100,1.8,AR,1682458557
511,willows,39.5243,-122.1936,301.73,26,69,7.06,US,1682458557
512,timbuktu,16.7735,-3.0074,303.03,9,0,5.33,ML,1682458558
513,arraial do cabo,-22.9661,-42.0278,297.07,88,20,6.69,BR,1682458558
514,broome,42.2506,-75.833,285.38,41,100,1.54,US,1682458558
515,lata,40.1629,-8.3327,289.71,91,11,0.91,PT,1682458559
516,newman,37.3138,-121.0208,300.31,29,15,3.13,US,1682458342
517,chamba,32.5667,76.1333,288.52,51,17,4.27,IN,1682458559
518,benavente,42.0025,-5.6783,288.02,70,100,2.92,ES,1682458561
519,dubbo,-32.25,148.6167,283.22,93,8,4.12,AU,1682458561
520,bassar,9.25,0.7833,299.46,65,99,1.93,TG,1682458562
521,kota bharu,6.1333,102.2386,300.12,89,20,1.03,MY,1682458562
522,bandar abbas,27.1865,56.2808,298.14,73,47,2.06,IR,1682458506
523,tadine,-21.55,167.8833,298.68,79,100,4.95,NC,1682458563
524,broken hill,-31.95,141.4333,291.29,50,32,5.18,AU,1682458564
525,lluta,-16.0147,-72.0142,284.67,72,58,2.69,PE,1682458564
526,zhongshan,21.3226,110.5829,293.19,74,100,3.68,CN,1682458564
527,songyuan,45.1171,124.8568,275.62,42,1,1.6,CN,1682458565
528,cova figueira,14.8905,-24.2934,294.13,76,12,5.91,CV,1682458565
529,quatre cocos,-20.2078,57.7625,297.21,85,34,2.55,MU,1682458565
530,tidjikja,18.5564,-11.4271,305.03,13,11,5.39,MR,1682458566
531,kanniyakumari,8.0833,77.5667,300.6,79,89,0.72,IN,1682458566
532,letterkenny,54.95,-7.7333,278.64,81,100,2.39,IE,1682458566
533,tamanrasset,22.785,5.5228,300.1,10,0,2.57,DZ,1682458308
534,niquelandia,-14.4739,-48.4597,297.34,65,22,1.2,BR,1682458567
535,oum hadjer,13.2954,19.6966,306.16,18,75,2.48,TD,1682458567
536,figuig (centre),32.1089,-1.2286,298.58,19,0,2.35,MA,1682458568
537,caleta de carquin,-11.0925,-77.6267,298.47,73,89,5.53,PE,1682458568
538,lorengau,-2.0226,147.2712,302.19,74,54,3.49,PG,1682458287
539,siparia,10.1333,-61.5,298.05,91,100,3.05,TT,1682458569
540,tela,15.7833,-87.45,305.12,70,20,3.09,HN,1682458570
541,vavatenina,-17.4667,49.2,294.52,97,22,1.15,MG,1682458570
542,kailua-kona,19.6406,-155.9956,300.13,76,20,3.6,US,1682458460
543,quellon,-43.1167,-73.6167,283.29,100,100,0.0,CL,1682458571
544,mugia,43.1041,-9.2179,289.77,98,100,4.29,ES,1682458571
545,ugoofaaru,5.6667,73.0,301.9,72,62,4.27,MV,1682458571
546,upington,-28.4478,21.2561,290.36,48,0,2.06,ZA,1682458572
547,jamalpur,24.9167,89.9333,297.95,44,57,1.55,BD,1682458572
548,ormara,25.2088,64.6357,299.24,63,96,3.76,PK,1682458572
549,howrah,22.5892,88.3103,300.15,83,40,0.0,IN,1682458573
550,oranjemund,-28.55,16.4333,287.43,94,4,2.92,NA,1682458574
551,micheweni,-4.9667,39.8333,299.16,88,67,4.72,TZ,1682458574
552,weyburn,49.6668,-103.8511,280.27,53,99,4.63,CA,1682458574
553,matane,48.8286,-67.522,278.83,73,96,3.82,CA,1682458575
554,peace river,56.2501,-117.286,284.32,25,75,9.77,CA,1682458575
555,san andres,12.5847,-81.7006,303.16,58,20,3.09,CO,1682458576
556,tuyen quang,21.8233,105.2181,292.75,89,100,0.46,VN,1682458581
557,thinadhoo,0.5333,72.9333,301.63,78,100,5.24,MV,1682458581
558,hilo,19.7297,-155.09,302.19,67,0,4.63,US,1682458507
559,guajara mirim,-10.7828,-65.3394,297.9,97,100,0.77,BR,1682458582
560,al muwayh,22.4333,41.7583,296.41,53,4,2.8,SA,1682458583
561,ilorin,8.5,4.55,298.74,70,80,3.2,NG,1682458583
562,bernau bei berlin,52.6798,13.5871,280.85,57,27,4.65,DE,1682458313
563,sechura,-5.5569,-80.8222,301.66,62,84,4.84,PE,1682458585
564,nizhneudinsk,54.9076,99.0276,270.8,65,100,5.22,RU,1682458585
565,pointe-noire,-4.7761,11.8635,299.25,86,100,2.55,CG,1682458585
566,canutama,-6.5339,-64.3831,297.85,92,63,0.34,BR,1682458586
567,dryden,49.7833,-92.7503,279.31,33,40,2.57,CA,1682458586
568,nantucket,41.2835,-70.0995,286.23,87,20,3.09,US,1682458586
569,nova vicosa,-17.8919,-39.3719,297.82,83,6,2.59,BR,1682458587
570,grand baie,-20.0182,57.5802,297.41,84,54,2.24,MU,1682458587
571,ilha de mocambique,-15.0342,40.7358,299.32,72,61,6.74,MZ,1682458587
572,cabinda,-5.55,12.2,299.39,90,100,2.18,AO,1682458588
573,lihue,21.9789,-159.3672,300.73,69,100,7.2,US,1682458589
574,haiku-pauwela,20.9219,-156.3051,300.16,57,75,5.14,US,1682458401
575,illela,13.7292,5.2975,305.59,13,11,2.74,NG,1682458590
576,lospalos,-8.5186,127.0025,295.35,96,92,1.66,TL,1682458591
577,orthez,43.4884,-0.7724,289.86,81,100,2.18,FR,1682458591
578,barcelos,41.5388,-8.6151,290.33,93,100,0.53,PT,1682458592
579,veraval,20.9,70.3667,299.45,73,24,4.9,IN,1682458593
580,chapada dos guimaraes,-15.4606,-55.7497,292.96,75,8,1.04,BR,1682458593
